window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,12689,15761,3071,4503.924464373849,1.4665986533291597,evo21,3072
1,3072,6144,15761,18833,3071,4992.149420807371,1.6255777990255196,evo21,3072
2,6144,9216,18833,21905,3071,5011.332229984924,1.6318242364001707,evo21,3072
3,9216,12288,21905,24977,3071,5116.037239886704,1.6659189970324664,evo21,3072
4,12288,15360,24977,28049,3071,4939.416879111552,1.6084066685482097,evo21,3072
5,15360,18432,28049,31121,3071,5127.470576455933,1.669641998194703,evo21,3072
6,18432,21504,31121,34193,3071,5179.073651405051,1.6864453439938298,evo21,3072
7,21504,24576,34193,37265,3071,5194.969023952261,1.6916213037942887,evo21,3072
8,24576,27648,37265,40337,3071,5125.621275653131,1.6690398162335172,evo21,3072
9,27648,30720,40337,43409,3071,5259.351215600967,1.7125858728756,evo21,3072
10,30720,33792,43409,46481,3071,5280.934116885066,1.7196138446385758,evo21,3072
11,33792,36864,46481,49553,3071,5363.597019914538,1.7465311038471305,evo21,3072
12,36864,39936,49553,52625,3071,5171.94062303612,1.6841226385659784,evo21,3072
13,39936,43008,52625,55697,3071,4977.587181047944,1.6208359430309163,evo21,3072
14,43008,46080,55697,58769,3071,4799.512064299721,1.5628499069683233,evo21,3072
15,46080,49152,58769,61841,3071,4809.954211936638,1.5662501504189639,evo21,3072
16,49152,52224,61841,64913,847,1512.5026845084503,1.7857174551457502,evo21,3072
