window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,6960059,6963131,3072,5965.200971424614,1.94179719121895,megabyte1,3072
1,3072,6144,6963131,6966203,3072,5946.614514739912,1.9357469123502318,megabyte1,3072
2,6144,9216,6966203,6969275,3072,6012.537895537123,1.9572063462034908,megabyte1,3072
3,9216,12288,6969275,6972347,3072,5976.496214425453,1.9454740281332856,megabyte1,3072
4,12288,15360,6972347,6975419,3072,5854.112238644899,1.905635494350553,megabyte1,3072
5,15360,18432,6975419,6978491,3072,5711.660711650059,1.8592645545735869,megabyte1,3072
6,18432,21504,6978491,6981563,3072,5967.4133431039245,1.942517364291642,megabyte1,3072
7,21504,24576,6981563,6984635,3072,6035.93037857216,1.9648210867747917,megabyte1,3072
8,24576,27648,6984635,6987707,3072,5816.6439898186745,1.8934387987690997,megabyte1,3072
9,27648,30720,6987707,6990779,3072,5907.8537656609915,1.9231294810094373,megabyte1,3072
10,30720,33792,6990779,6993851,3072,5908.922612526665,1.923477412931857,megabyte1,3072
11,33792,36864,6993851,6996923,3072,5904.336851431297,1.9219846521586252,megabyte1,3072
12,36864,39936,6996923,6999995,3072,5911.127108336125,1.9241950222448325,megabyte1,3072
13,39936,43008,6999995,7003067,3072,5955.968909406302,1.938791962697364,megabyte1,3072
14,43008,46080,7003067,7006139,3072,5875.231640533568,1.912510299652854,megabyte1,3072
15,46080,49152,7006139,7009211,3072,5926.027195568349,1.9290453110574053,megabyte1,3072
