window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,8333393,8336465,3072,3602.7988528407623,1.1727860849091023,megabyte1,3072
1,3072,6144,8336465,8339537,3072,4176.948805155796,1.3596838558449857,megabyte1,3072
2,6144,9216,8339537,8342609,3072,3960.5710018357163,1.2892483729933972,megabyte1,3072
3,9216,12288,8342609,8345681,3072,5135.229664021219,1.6716242395902405,megabyte1,3072
4,12288,15360,8345681,8348753,3072,4519.409009340431,1.4711617868946716,megabyte1,3072
5,15360,18432,8348753,8351825,3072,4644.295019371486,1.5118147849516557,megabyte1,3072
6,18432,21504,8351825,8354897,3072,5042.382047056444,1.6414004059428529,megabyte1,3072
7,21504,24576,8354897,8357969,3072,4712.554245659575,1.534034585175643,megabyte1,3072
8,24576,27648,8357969,8361041,3072,4267.752427540869,1.38924232667346,megabyte1,3072
9,27648,30720,8361041,8364113,3072,4795.417293034216,1.5610082334095754,megabyte1,3072
10,30720,33792,8364113,8367185,3072,4634.592203558212,1.5086563162624387,megabyte1,3072
11,33792,36864,8367185,8370257,3072,3906.1474049839208,1.2715323583932034,megabyte1,3072
12,36864,39936,8370257,8373329,3072,5285.354775206035,1.7204930908873812,megabyte1,3072
13,39936,43008,8373329,8376401,3072,4820.6423093320445,1.5692195017356916,megabyte1,3072
14,43008,46080,8376401,8379473,3072,4035.5026632044123,1.3136401898451864,megabyte1,3072
15,46080,49152,8379473,8382545,3072,5047.027584004374,1.6429126250014239,megabyte1,3072
16,49152,52224,8382545,8385617,846,1455.5450020792018,1.7205023665238792,megabyte1,3072
0,0,1024,8333393,8334417,1024,2504.0,2.4453125,geco22,1024
1,1024,2048,8334417,8335441,1024,1928.0,1.8828125,geco22,1024
2,2048,3072,8335441,8336465,1024,1912.0,1.8671875,geco22,1024
3,3072,4096,8336465,8337489,1024,1864.0,1.8203125,geco22,1024
4,4096,5120,8337489,8338513,1024,1944.0,1.8984375,geco22,1024
5,5120,6144,8338513,8339537,1024,1864.0,1.8203125,geco22,1024
6,6144,7168,8339537,8340561,1024,1928.0,1.8828125,geco22,1024
7,7168,8192,8340561,8341585,1024,1944.0,1.8984375,geco22,1024
8,8192,9216,8341585,8342609,1024,1944.0,1.8984375,geco22,1024
9,9216,10240,8342609,8343633,1024,1912.0,1.8671875,geco22,1024
10,10240,11264,8343633,8344657,1024,1904.0,1.859375,geco22,1024
11,11264,12288,8344657,8345681,1024,1976.0,1.9296875,geco22,1024
12,12288,13312,8345681,8346705,1024,1864.0,1.8203125,geco22,1024
13,13312,14336,8346705,8347729,1024,1832.0,1.7890625,geco22,1024
14,14336,15360,8347729,8348753,1024,1896.0,1.8515625,geco22,1024
15,15360,16384,8348753,8349777,1024,1936.0,1.890625,geco22,1024
16,16384,17408,8349777,8350801,1024,1904.0,1.859375,geco22,1024
17,17408,18432,8350801,8351825,1024,1880.0,1.8359375,geco22,1024
18,18432,19456,8351825,8352849,1024,1920.0,1.875,geco22,1024
19,19456,20480,8352849,8353873,1024,1920.0,1.875,geco22,1024
20,20480,21504,8353873,8354897,1024,1960.0,1.9140625,geco22,1024
21,21504,22528,8354897,8355921,1024,2040.0,1.9921875,geco22,1024
22,22528,23552,8355921,8356945,1024,1936.0,1.890625,geco22,1024
23,23552,24576,8356945,8357969,1024,1912.0,1.8671875,geco22,1024
24,24576,25600,8357969,8358993,1024,1896.0,1.8515625,geco22,1024
25,25600,26624,8358993,8360017,1024,1872.0,1.828125,geco22,1024
26,26624,27648,8360017,8361041,1024,1872.0,1.828125,geco22,1024
27,27648,28672,8361041,8362065,1024,1920.0,1.875,geco22,1024
28,28672,29696,8362065,8363089,1024,1880.0,1.8359375,geco22,1024
29,29696,30720,8363089,8364113,1024,1880.0,1.8359375,geco22,1024
30,30720,31744,8364113,8365137,1024,1864.0,1.8203125,geco22,1024
31,31744,32768,8365137,8366161,1024,1904.0,1.859375,geco22,1024
32,32768,33792,8366161,8367185,1024,1872.0,1.828125,geco22,1024
33,33792,34816,8367185,8368209,1024,1816.0,1.7734375,geco22,1024
34,34816,35840,8368209,8369233,1024,1840.0,1.796875,geco22,1024
35,35840,36864,8369233,8370257,1024,1864.0,1.8203125,geco22,1024
36,36864,37888,8370257,8371281,1024,2008.0,1.9609375,geco22,1024
37,37888,38912,8371281,8372305,1024,1856.0,1.8125,geco22,1024
38,38912,39936,8372305,8373329,1024,1728.0,1.6875,geco22,1024
39,39936,40960,8373329,8374353,1024,1744.0,1.703125,geco22,1024
40,40960,41984,8374353,8375377,1024,1840.0,1.796875,geco22,1024
41,41984,43008,8375377,8376401,1024,1872.0,1.828125,geco22,1024
42,43008,44032,8376401,8377425,1024,1896.0,1.8515625,geco22,1024
43,44032,45056,8377425,8378449,1024,1848.0,1.8046875,geco22,1024
44,45056,46080,8378449,8379473,1024,1840.0,1.796875,geco22,1024
45,46080,47104,8379473,8380497,1024,1872.0,1.828125,geco22,1024
46,47104,48128,8380497,8381521,1024,1920.0,1.875,geco22,1024
47,48128,49152,8381521,8382545,1024,1896.0,1.8515625,geco22,1024
48,49152,50176,8382545,8383569,848,1567.9999999999995,1.8490566037735843,geco22,1024
