window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,21873,24945,3072,5444.513612219312,1.7723026081443072,megabyte1,3072
1,3072,6144,24945,28017,3072,5423.395608455978,1.7654282579609302,megabyte1,3072
2,6144,9216,28017,31089,3072,5364.693893906346,1.7463196269226386,megabyte1,3072
3,9216,12288,31089,34161,3072,5328.322847166581,1.7344800934787046,megabyte1,3072
4,12288,15360,34161,37233,3072,5392.569201142271,1.7553936201634996,megabyte1,3072
5,15360,18432,37233,40305,3072,5152.1285845994535,1.6771251902993012,megabyte1,3072
6,18432,21504,40305,43377,3072,5355.972829740122,1.7434807388476958,megabyte1,3072
7,21504,24576,43377,46449,3072,5313.372037347932,1.72961329340753,megabyte1,3072
8,24576,27648,46449,49521,3072,5480.629700286669,1.7840591472287333,megabyte1,3072
9,27648,30720,49521,52593,3072,5417.180146959751,1.7634049957551274,megabyte1,3072
10,30720,33792,52593,55665,3072,5354.342481446328,1.7429500265124764,megabyte1,3072
11,33792,36864,55665,58737,3072,5327.494463355966,1.7342104372903535,megabyte1,3072
12,36864,39936,58737,61809,3072,5200.309643379713,1.6928091287043336,megabyte1,3072
13,39936,43008,61809,64881,3072,5450.199113655923,1.7741533573098707,megabyte1,3072
14,43008,46080,64881,67953,3072,5368.341662703533,1.7475070516613063,megabyte1,3072
15,46080,49152,67953,71025,3072,5285.48414331319,1.720535202901429,megabyte1,3072
