split,mode,species,source_name,total_size,sample_bytes,sample_bases,arithmetic_bits_per_base,theoretical_bits_per_base,vs_2bit_percent,paper_baseline_compressed_bytes,paper_baseline_geco2_mode,paper_baseline_percent,paper_baseline_bpb,experiment_baseline_compressed_bytes,experiment_baseline_geco2_mode,experiment_baseline_percent,experiment_baseline_bpb,compression_bases_per_second,compression_mbases_per_second,compression_bytes_per_second,compression_mbytes_per_second
train,geco2_paper_modes,HoSa,HoSa,189752667.0,113851600,113851600,1.6279953202238704,1.6279953202238704,81.39976601119352,38845642,12,81.88689542898493,1.6377379085796986,23168734,12,81.39976601119352,1.6279953202238704,930204.6765642399,0.9302046765642399,930204.6765642399,0.9302046765642399
train,geco2_paper_modes,GaGa,GaGa,148532294.0,89119376,89119376,1.8332927286205416,1.8332927286205416,91.66463643102708,33877671,11,91.23314556765682,1.8246629113531365,20422738,11,91.66463643102708,1.8332927286205416,1112566.4675722874,1.1125664675722875,1112566.4675722874,1.1125664675722875
train,geco2_paper_modes,AnCa,AnCa,142189675.0,85313805,85313805,1.6724217610502778,1.6724217610502778,83.6210880525139,,,,,17835083,5,83.6210880525139,1.6724217610502778,2750504.1058094176,2.7505041058094175,2750504.1058094176,2.7505041058094175
train,geco2_paper_modes,DaRe,DaRe,62565020.0,37539012,37539012,1.4965883492085514,1.4965883492085514,74.82941746042758,11488819,10,73.45202798624535,1.469040559724907,7022556,10,74.82941746042758,1.4965883492085514,1118483.1149182983,1.1184831149182983,1118483.1149182983,1.1184831149182983
train,geco2_paper_modes,OrSa,OrSa,43262523.0,25957513,25957513,1.577150168431005,1.577150168431005,78.85750842155025,8646543,10,79.94487977504224,1.5988975955008449,5117362,10,78.85750842155025,1.577150168431005,1040773.5859624245,1.0407735859624245,1040773.5859624245,1.0407735859624245
train,geco2_paper_modes,DrMe,DrMe,32181429.0,19308857,19308857,1.8555459807900592,1.8555459807900592,92.77729903950296,7481093,10,92.98646122892804,1.8597292245785606,4478559,10,92.77729903950296,1.8555459807900592,1054836.284103317,1.054836284103317,1054836.284103317,1.054836284103317
train,geco2_paper_modes,EnIn,EnIn,26403087.0,15841852,15841852,1.626626482812742,1.626626482812742,81.3313241406371,5170889,9,78.33764286729048,1.5667528573458096,3221097,9,81.3313241406371,1.626626482812742,1058138.824112384,1.0581388241123841,1058138.824112384,1.0581388241123841
train,geco2_paper_modes,ScPo,ScPo,10652155.0,6391293,6391293,1.9059367173434234,1.9059367173434234,95.29683586717117,2518963,8,94.58979896556143,1.8917959793112287,1522675,8,95.29683586717117,1.9059367173434234,898200.6725042668,0.8982006725042668,898200.6725042668,0.8982006725042668
train,geco2_paper_modes,WaMe,WaMe,9144432.0,5486659,5486659,1.94710697347876,1.94710697347876,97.355348673938,,,,,1335389,5,97.355348673938,1.94710697347876,2156342.7220193,2.1563427220193,2156342.7220193,2.1563427220193
train,geco2_paper_modes,PlFa,PlFa,8986712.0,5392027,5392027,1.6873283460932225,1.6873283460932225,84.36641730466113,1925726,7,85.71437473460817,1.7142874946921633,1137265,7,84.36641730466113,1.6873283460932225,811167.5232619061,0.8111675232619061,811167.5232619061,0.8111675232619061
train,geco2_paper_modes,EsCo,EsCo,4641652.0,2784991,2784991,1.9035580366327933,1.9035580366327933,95.17790183163967,1098552,6,94.66905317330985,1.893381063466197,662674,6,95.17790183163967,1.9035580366327933,1885957.8883421153,1.8859578883421153,1885957.8883421153,1.8859578883421153
train,geco2_paper_modes,HaHi,HaHi,3890005.0,2334003,2334003,1.850914501823691,1.850914501823691,92.54572509118455,902831,5,92.83597321854342,1.8567194643708684,540005,5,92.54572509118455,1.850914501823691,1910887.4392685066,1.9108874392685067,1910887.4392685066,1.9108874392685067
train,geco2_paper_modes,HePy,HePy,1667825.0,1000695,1000695,1.8304398443082057,1.8304398443082057,91.52199221541028,375481,4,90.05285326697945,1.801057065339589,228964,4,91.52199221541028,1.8304398443082057,1307850.298155489,1.307850298155489,1307850.298155489,1.307850298155489
train,geco2_paper_modes,AeCa,AeCa,1591049.0,954629,954629,1.9206204714082644,1.9206204714082644,96.03102357041323,380115,5,95.56336731301172,1.9112673462602345,229185,5,96.03102357041323,1.9206204714082644,1292249.0923031021,1.292249092303102,1292249.0923031021,1.292249092303102
train,geco2_paper_modes,YeMi,YeMi,73689.0,44213,44213,1.8318594078664645,1.8318594078664645,91.59297039332323,16798,3,91.18321594810624,1.8236643189621247,10124,3,91.59297039332323,1.8318594078664645,483483.8852143353,0.4834838852143353,483483.8852143353,0.4834838852143353
train,geco2_paper_modes,AgPh,AgPh,43970.0,26382,26382,1.9543628231369874,1.9543628231369874,97.71814115684937,10708,2,97.4118717307255,1.94823743461451,6445,2,97.71814115684937,1.9543628231369874,576112.0391977853,0.5761120391977853,576112.0391977853,0.5761120391977853
train,geco2_paper_modes,BuEb,BuEb,18940.0,11364,11364,1.988736360436466,1.988736360436466,99.4368180218233,4686,1,98.9651531151003,1.9793030623020063,2825,1,99.4368180218233,1.988736360436466,175987.00381827154,0.17598700381827154,175987.00381827154,0.17598700381827154
